Comorbidity_A,Comorbidity_B,Raw_Col_A,Raw_Col_B,Cases_A,Cases_B,Overlap_Count,Jaccard_Similarity,Phi_Correlation,Odds_Ratio,P_Value
Psoriasis,Pulmonary Hypertension,MONDO_psoriasis,MONDO_pulmonary_hypertension,16,20,2,0.058823529411764705,0.04453346145441136,1.746031746031746,0.36475542329093086
Psoriasis,Reactive Airway Disease,MONDO_psoriasis,MONDO_reactive_airway_disease,16,21,0,0.0,-0.07784006674529119,0.0,0.3755437927255504
Psoriasis,Scoliosis,MONDO_psoriasis,MONDO_scoliosis,16,14,1,0.034482758620689655,0.008386932469890395,1.1538461538461537,0.6077655804177508
Psoriasis,Seborrheic Dermatitis,MONDO_psoriasis,MONDO_seborrheic_dermatitis,16,14,4,0.15384615384615385,0.22141501720510645,7.6,0.00725089352021399
Psoriasis,Sleep Apnea Syndrome,MONDO_psoriasis,MONDO_sleep_apnea_syndrome,16,102,12,0.11320754716981132,0.18428623764212881,4.933333333333334,0.006447359900341938
Psoriasis,Strabismus,MONDO_psoriasis,MONDO_strabismus,16,27,3,0.075,0.06830785680739959,2.0576923076923075,0.39047358847404845
Psoriasis,Ventricular Septal Defect,MONDO_psoriasis,MONDO_ventricular_septal_defect,16,67,0,0.0,-0.15519871134643812,0.0,0.008068050567441119
Pulmonary Hypertension,Reactive Airway Disease,MONDO_pulmonary_hypertension,MONDO_reactive_airway_disease,20,21,3,0.07894736842105263,0.07146864885187053,2.1176470588235294,0.2213897227102405
Pulmonary Hypertension,Scoliosis,MONDO_pulmonary_hypertension,MONDO_scoliosis,20,14,2,0.0625,0.05749661560353623,2.0555555555555554,0.3033989658570561
Pulmonary Hypertension,Seborrheic Dermatitis,MONDO_pulmonary_hypertension,MONDO_seborrheic_dermatitis,20,14,2,0.0625,0.05749661560353623,2.0555555555555554,0.3033989658570561
Pulmonary Hypertension,Sleep Apnea Syndrome,MONDO_pulmonary_hypertension,MONDO_sleep_apnea_syndrome,20,102,10,0.08928571428571429,0.05869825599309375,1.5434782608695652,0.35379457132164205
Pulmonary Hypertension,Strabismus,MONDO_pulmonary_hypertension,MONDO_strabismus,20,27,2,0.044444444444444446,-0.005974922013408275,0.9288888888888889,1.0
Pulmonary Hypertension,Ventricular Septal Defect,MONDO_pulmonary_hypertension,MONDO_ventricular_septal_defect,20,67,7,0.0875,0.05719959836555878,1.5615384615384615,0.42754556716965847
Reactive Airway Disease,Scoliosis,MONDO_reactive_airway_disease,MONDO_scoliosis,21,14,0,0.0,-0.07250869416569115,0.0,0.6139263729600317
Reactive Airway Disease,Seborrheic Dermatitis,MONDO_reactive_airway_disease,MONDO_seborrheic_dermatitis,21,14,2,0.06060606060606061,0.05277843724985682,1.9385964912280702,0.3250277404811438
Reactive Airway Disease,Sleep Apnea Syndrome,MONDO_reactive_airway_disease,MONDO_sleep_apnea_syndrome,21,102,9,0.07894736842105263,0.016533050959398797,1.1290322580645162,0.8190960310820896
Reactive Airway Disease,Strabismus,MONDO_reactive_airway_disease,MONDO_strabismus,21,27,7,0.17073170731707318,0.22113715837667577,5.325,0.0029176162560940098
Reactive Airway Disease,Ventricular Septal Defect,MONDO_reactive_airway_disease,MONDO_ventricular_septal_defect,21,67,10,0.1282051282051282,0.14470518651794523,2.807017543859649,0.03527881156100532
Scoliosis,Seborrheic Dermatitis,MONDO_scoliosis,MONDO_seborrheic_dermatitis,14,14,2,0.07692307692307693,0.09285714285714286,3.1666666666666665,0.17552328062049974
Scoliosis,Sleep Apnea Syndrome,MONDO_scoliosis,MONDO_sleep_apnea_syndrome,14,102,4,0.03571428571428571,-0.05708285647905631,0.5795918367346938,0.41518821110062964
Scoliosis,Strabismus,MONDO_scoliosis,MONDO_strabismus,14,27,5,0.1388888888888889,0.19656238136393223,5.505050505050505,0.009561926478917685
Scoliosis,Ventricular Septal Defect,MONDO_scoliosis,MONDO_ventricular_septal_defect,14,67,2,0.02531645569620253,-0.06627360763607666,0.44871794871794873,0.36681882321171266
Seborrheic Dermatitis,Sleep Apnea Syndrome,MONDO_seborrheic_dermatitis,MONDO_sleep_apnea_syndrome,14,102,5,0.04504504504504504,-0.02189099835847305,0.8190148911798396,0.7870578359631517
Seborrheic Dermatitis,Strabismus,MONDO_seborrheic_dermatitis,MONDO_strabismus,14,27,3,0.07894736842105263,0.08461878300868832,2.4545454545454546,0.17584842302002582
Seborrheic Dermatitis,Ventricular Septal Defect,MONDO_seborrheic_dermatitis,MONDO_ventricular_septal_defect,14,67,3,0.038461538461538464,-0.027125941730115097,0.75,1.0
Sleep Apnea Syndrome,Strabismus,MONDO_sleep_apnea_syndrome,MONDO_strabismus,102,27,6,0.04878048780487805,-0.12617938923952823,0.3898809523809524,0.06033486447382255
Sleep Apnea Syndrome,Ventricular Septal Defect,MONDO_sleep_apnea_syndrome,MONDO_ventricular_septal_defect,102,67,27,0.19014084507042253,0.001721992110049117,1.008,1.0
Strabismus,Ventricular Septal Defect,MONDO_strabismus,MONDO_ventricular_septal_defect,27,67,6,0.06818181818181818,-0.03252309327732976,0.7775175644028103,0.8175050448194292
