Comorbidity_A,Comorbidity_B,Raw_Col_A,Raw_Col_B,Cases_A,Cases_B,Overlap_Count,Jaccard_Similarity,Phi_Correlation,Odds_Ratio,P_Value
Hashimoto Thyroiditis,Alopecia Areata,MONDO_Hashimoto_thyroiditis,MONDO_alopecia_areata,18,17,0,0.0,-0.07396572845038646,0.0,0.6180083632284836
Hashimoto Thyroiditis,Astigmatism,MONDO_Hashimoto_thyroiditis,MONDO_astigmatism,18,25,3,0.075,0.06326661438386111,1.9454545454545455,0.39932132516479685
Hashimoto Thyroiditis,Atrial Septal Defect,MONDO_Hashimoto_thyroiditis,MONDO_atrial_septal_defect,18,82,7,0.07526881720430108,0.03901607157294792,1.366060606060606,0.6028212275718183
Hashimoto Thyroiditis,Atrioventricular Septal Defect,MONDO_Hashimoto_thyroiditis,MONDO_atrioventricular_septal_defect,18,32,3,0.06382978723404255,0.033858616921518564,1.4275862068965517,0.4822633836998361
Hashimoto Thyroiditis,Celiac Disease,MONDO_Hashimoto_thyroiditis,MONDO_celiac_disease,18,24,4,0.10526315789473684,0.12060104035083828,3.085714285714286,0.0759912845797268
Hashimoto Thyroiditis,Conductive Hearing Loss Disorder,MONDO_Hashimoto_thyroiditis,MONDO_conductive_hearing_loss_disorder,18,41,4,0.07272727272727272,0.04564264582799728,1.5366795366795367,0.5040297309482942
Hashimoto Thyroiditis,Congenital Heart Disease,MONDO_Hashimoto_thyroiditis,MONDO_congenital_heart_disease,18,141,11,0.07432432432432433,0.03111708693543463,1.2813186813186814,0.8064498535019816
Hashimoto Thyroiditis,Eustachian Tube Disorder,MONDO_Hashimoto_thyroiditis,MONDO_eustachian_tube_disorder,18,27,2,0.046511627906976744,0.004311571734154367,1.055,1.0
Hashimoto Thyroiditis,Folliculitis,MONDO_Hashimoto_thyroiditis,MONDO_folliculitis,18,38,5,0.09803921568627451,0.09923998457506712,2.365967365967366,0.16006776743511972
Hashimoto Thyroiditis,Hearing Loss Disorder,MONDO_Hashimoto_thyroiditis,MONDO_hearing_loss_disorder,18,59,3,0.04054054054054054,-0.04291268504591808,0.6428571428571429,0.7720436159945937
Hashimoto Thyroiditis,Hidradenitis Suppurativa,MONDO_Hashimoto_thyroiditis,MONDO_hidradenitis_suppurativa,18,25,2,0.04878048780487805,0.011761101391871616,1.1576086956521738,0.6931785186093564
Hashimoto Thyroiditis,Hypothyroidism,MONDO_Hashimoto_thyroiditis,MONDO_hypothyroidism,18,135,17,0.125,0.22854376150982855,17.0,0.00013823775608864906
Hashimoto Thyroiditis,Obstructive Sleep Apnea Syndrome,MONDO_Hashimoto_thyroiditis,MONDO_obstructive_sleep_apnea_syndrome,18,86,6,0.061224489795918366,-0.003063480506574174,0.975,1.0
Hashimoto Thyroiditis,"Otitis Media, Susceptibility To",MONDO_Hashimoto_thyroiditis,"MONDO_otitis_media,_susceptibility_to",18,44,4,0.06896551724137931,0.035753600131842936,1.4,0.5261831676266289
Hashimoto Thyroiditis,Patent Ductus Arteriosus,MONDO_Hashimoto_thyroiditis,MONDO_patent_ductus_arteriosus,18,45,1,0.016129032258064516,-0.08796362888380413,0.25668449197860965,0.21203095009349504
Hashimoto Thyroiditis,Patent Foramen Ovale,MONDO_Hashimoto_thyroiditis,MONDO_patent_foramen_ovale,18,34,1,0.0196078431372549,-0.0635096871900647,0.36185383244206776,0.48160629122716403
Hashimoto Thyroiditis,Pneumonia,MONDO_Hashimoto_thyroiditis,MONDO_pneumonia,18,24,2,0.05,0.015694655936067996,1.2159090909090908,0.6819428023894174
Hashimoto Thyroiditis,Psoriasis,MONDO_Hashimoto_thyroiditis,MONDO_psoriasis,18,16,2,0.0625,0.05469932372018622,1.9821428571428572,0.31571835001663534
Hashimoto Thyroiditis,Pulmonary Hypertension,MONDO_Hashimoto_thyroiditis,MONDO_pulmonary_hypertension,18,20,0,0.0,-0.08073973509982288,0.0,0.37484847691078815
Hashimoto Thyroiditis,Reactive Airway Disease,MONDO_Hashimoto_thyroiditis,MONDO_reactive_airway_disease,18,21,2,0.05405405405405406,0.028514350941080305,1.4276315789473684,0.6503261280720116
Hashimoto Thyroiditis,Scoliosis,MONDO_Hashimoto_thyroiditis,MONDO_scoliosis,18,14,1,0.03225806451612903,0.0005293806988469837,1.009049773755656,1.0
Hashimoto Thyroiditis,Seborrheic Dermatitis,MONDO_Hashimoto_thyroiditis,MONDO_seborrheic_dermatitis,18,14,1,0.03225806451612903,0.0005293806988469837,1.009049773755656,1.0
Hashimoto Thyroiditis,Sleep Apnea Syndrome,MONDO_Hashimoto_thyroiditis,MONDO_sleep_apnea_syndrome,18,102,7,0.061946902654867256,-0.007146836712673603,0.9444976076555024,1.0
Hashimoto Thyroiditis,Strabismus,MONDO_Hashimoto_thyroiditis,MONDO_strabismus,18,27,1,0.022727272727272728,-0.045467483741991506,0.4751131221719457,0.7026504242357392
Hashimoto Thyroiditis,Ventricular Septal Defect,MONDO_Hashimoto_thyroiditis,MONDO_ventricular_septal_defect,18,67,6,0.0759493670886076,0.0435889754695571,1.4344262295081966,0.5788550152128673
Alopecia Areata,Astigmatism,MONDO_alopecia_areata,MONDO_astigmatism,17,25,1,0.024390243902439025,-0.03560489678993562,0.5546875,1.0
Alopecia Areata,Atrial Septal Defect,MONDO_alopecia_areata,MONDO_atrial_septal_defect,17,82,8,0.08791208791208792,0.0846351747758006,1.957957957957958,0.18787203948721048
Alopecia Areata,Atrioventricular Septal Defect,MONDO_alopecia_areata,MONDO_atrioventricular_septal_defect,17,32,4,0.08888888888888889,0.0882250450013503,2.2967032967032965,0.24419186746090601
Alopecia Areata,Celiac Disease,MONDO_alopecia_areata,MONDO_celiac_disease,17,24,1,0.025,-0.03265521506033051,0.5815217391304348,1.0
Alopecia Areata,Conductive Hearing Loss Disorder,MONDO_alopecia_areata,MONDO_conductive_hearing_loss_disorder,17,41,3,0.05454545454545454,0.010958042812540467,1.1221804511278195,0.7426492528401656
Alopecia Areata,Congenital Heart Disease,MONDO_alopecia_areata,MONDO_congenital_heart_disease,17,141,9,0.06040268456375839,-0.013854012240750469,0.8948863636363636,1.0
Alopecia Areata,Eustachian Tube Disorder,MONDO_alopecia_areata,MONDO_eustachian_tube_disorder,17,27,2,0.047619047619047616,0.009860583967309556,1.1306666666666667,0.6988382501874795
Alopecia Areata,Folliculitis,MONDO_alopecia_areata,MONDO_folliculitis,17,38,6,0.12244897959183673,0.15267826227319764,3.4943181818181817,0.0266729311624141
Alopecia Areata,Hearing Loss Disorder,MONDO_alopecia_areata,MONDO_hearing_loss_disorder,17,59,3,0.0410958904109589,-0.03539770433143362,0.6926020408163265,0.7691210982509348
Alopecia Areata,Hidradenitis Suppurativa,MONDO_alopecia_areata,MONDO_hidradenitis_suppurativa,17,25,3,0.07692307692307693,0.07016871472636435,2.094155844155844,0.22670073173363733
Alopecia Areata,Hypothyroidism,MONDO_alopecia_areata,MONDO_hypothyroidism,17,135,10,0.07042253521126761,0.030452789865456888,1.28,0.8022999247269018
Alopecia Areata,Obstructive Sleep Apnea Syndrome,MONDO_alopecia_areata,MONDO_obstructive_sleep_apnea_syndrome,17,86,4,0.04040404040404041,-0.05845643936216302,0.5816135084427767,0.4343483907913741
Alopecia Areata,"Otitis Media, Susceptibility To",MONDO_alopecia_areata,"MONDO_otitis_media,_susceptibility_to",17,44,1,0.016666666666666666,-0.0809640696147581,0.2819767441860465,0.32060185125423835
Alopecia Areata,Patent Ductus Arteriosus,MONDO_alopecia_areata,MONDO_patent_ductus_arteriosus,17,45,2,0.03333333333333333,-0.04174986636335921,0.6015503875968993,0.7447560193829095
Alopecia Areata,Patent Foramen Ovale,MONDO_alopecia_areata,MONDO_patent_foramen_ovale,17,34,3,0.0625,0.03351725089945584,1.423963133640553,0.7092947436162977
Alopecia Areata,Pneumonia,MONDO_alopecia_areata,MONDO_pneumonia,17,24,0,0.0,-0.08651511522477175,0.0,0.38262270615078653
Alopecia Areata,Psoriasis,MONDO_alopecia_areata,MONDO_psoriasis,17,16,2,0.06451612903225806,0.060251088792750096,2.123809523809524,0.2910111062430097
Alopecia Areata,Pulmonary Hypertension,MONDO_alopecia_areata,MONDO_pulmonary_hypertension,17,20,1,0.027777777777777776,-0.019805093224537808,0.7171052631578947,1.0
Alopecia Areata,Reactive Airway Disease,MONDO_alopecia_areata,MONDO_reactive_airway_disease,17,21,0,0.0,-0.08040479972872594,0.0,0.3745918777754368
Alopecia Areata,Scoliosis,MONDO_alopecia_areata,MONDO_scoliosis,17,14,1,0.03333333333333333,0.004348622516799468,1.0769230769230769,1.0
Alopecia Areata,Seborrheic Dermatitis,MONDO_alopecia_areata,MONDO_seborrheic_dermatitis,17,14,2,0.06896551724137931,0.07338300497099101,2.5,0.23860377375210393
Alopecia Areata,Sleep Apnea Syndrome,MONDO_alopecia_areata,MONDO_sleep_apnea_syndrome,17,102,4,0.034782608695652174,-0.09084560692066695,0.4364207221350079,0.20163973981138467
Alopecia Areata,Strabismus,MONDO_alopecia_areata,MONDO_strabismus,17,27,1,0.023255813953488372,-0.04125346353670324,0.5072115384615384,1.0
Alopecia Areata,Ventricular Septal Defect,MONDO_alopecia_areata,MONDO_ventricular_septal_defect,17,67,5,0.06329113924050633,0.018438027455833027,1.1760752688172043,0.7784501744793717
Astigmatism,Atrial Septal Defect,MONDO_astigmatism,MONDO_atrial_septal_defect,25,82,11,0.11458333333333333,0.08279689308549439,1.7484909456740443,0.2589854642543819
Astigmatism,Atrioventricular Septal Defect,MONDO_astigmatism,MONDO_atrioventricular_septal_defect,25,32,1,0.017857142857142856,-0.0856157017666757,0.2661290322580645,0.33516494737911007
Astigmatism,Celiac Disease,MONDO_astigmatism,MONDO_celiac_disease,25,24,4,0.08888888888888889,0.07400073720591263,1.9904761904761905,0.27134593848705857
Astigmatism,Conductive Hearing Loss Disorder,MONDO_astigmatism,MONDO_conductive_hearing_loss_disorder,25,41,6,0.1,0.07057177974864264,1.7503759398496241,0.25784338475780577
Astigmatism,Congenital Heart Disease,MONDO_astigmatism,MONDO_congenital_heart_disease,25,141,16,0.10666666666666667,0.056435482393038874,1.479111111111111,0.4040900416966144
Astigmatism,Eustachian Tube Disorder,MONDO_astigmatism,MONDO_eustachian_tube_disorder,25,27,10,0.23809523809523808,0.314844622461831,8.313725490196079,3.923395860259303e-05
Astigmatism,Folliculitis,MONDO_astigmatism,MONDO_folliculitis,25,38,3,0.05,-0.02742530271153371,0.7558441558441559,1.0
Astigmatism,Hearing Loss Disorder,MONDO_astigmatism,MONDO_hearing_loss_disorder,25,59,5,0.06329113924050633,-0.025259386839943786,0.8101851851851852,0.8068372950250472
Astigmatism,Hidradenitis Suppurativa,MONDO_astigmatism,MONDO_hidradenitis_suppurativa,25,25,5,0.1111111111111111,0.11266375545851529,2.6125,0.0822150676270225
Astigmatism,Hypothyroidism,MONDO_astigmatism,MONDO_hypothyroidism,25,135,11,0.0738255033557047,-0.06058261591594726,0.6653225806451613,0.4005250398508152
Astigmatism,Obstructive Sleep Apnea Syndrome,MONDO_astigmatism,MONDO_obstructive_sleep_apnea_syndrome,25,86,17,0.18085106382978725,0.23837882012859685,4.927536231884058,0.00027459918400155037
Astigmatism,"Otitis Media, Susceptibility To",MONDO_astigmatism,"MONDO_otitis_media,_susceptibility_to",25,44,8,0.13114754098360656,0.1281422015829967,2.522875816993464,0.05195992714672995
Astigmatism,Patent Ductus Arteriosus,MONDO_astigmatism,MONDO_patent_ductus_arteriosus,25,45,11,0.1864406779661017,0.22745170213962854,4.506302521008403,0.001119141661861515
Astigmatism,Patent Foramen Ovale,MONDO_astigmatism,MONDO_patent_foramen_ovale,25,34,11,0.22916666666666666,0.2970692611994828,7.037267080745342,6.100071218248474e-05
Astigmatism,Pneumonia,MONDO_astigmatism,MONDO_pneumonia,25,24,5,0.11363636363636363,0.11918387963452276,2.763157894736842,0.07057320986930136
Astigmatism,Psoriasis,MONDO_astigmatism,MONDO_psoriasis,25,16,1,0.025,-0.0312691906507489,0.5944444444444444,1.0
Astigmatism,Pulmonary Hypertension,MONDO_astigmatism,MONDO_pulmonary_hypertension,25,20,5,0.125,0.14875790489467192,3.566666666666667,0.03411472774088575
Astigmatism,Reactive Airway Disease,MONDO_astigmatism,MONDO_reactive_airway_disease,25,21,4,0.09523809523809523,0.09276969713016527,2.3753501400560224,0.13719882703011024
Astigmatism,Scoliosis,MONDO_astigmatism,MONDO_scoliosis,25,14,2,0.05405405405405406,0.036024644414602985,1.5724637681159421,0.6352543250099818
Astigmatism,Seborrheic Dermatitis,MONDO_astigmatism,MONDO_seborrheic_dermatitis,25,14,5,0.14705882352941177,0.2097637522875617,6.111111111111111,0.006711603528984635
Astigmatism,Sleep Apnea Syndrome,MONDO_astigmatism,MONDO_sleep_apnea_syndrome,25,102,5,0.040983606557377046,-0.13586273228839077,0.3402061855670103,0.03262918070099689
Astigmatism,Strabismus,MONDO_astigmatism,MONDO_strabismus,25,27,9,0.20930232558139536,0.27196497950992476,6.59375,0.00029731978745784355
Astigmatism,Ventricular Septal Defect,MONDO_astigmatism,MONDO_ventricular_septal_defect,25,67,3,0.033707865168539325,-0.10780150584373065,0.3515625,0.09802886816895687
Atrial Septal Defect,Atrioventricular Septal Defect,MONDO_atrial_septal_defect,MONDO_atrioventricular_septal_defect,82,32,28,0.32558139534883723,0.44836347061436843,21.77777777777778,5.578295516811215e-12
Atrial Septal Defect,Celiac Disease,MONDO_atrial_septal_defect,MONDO_celiac_disease,82,24,8,0.08163265306122448,0.0072533608768146655,1.054054054054054,1.0
Atrial Septal Defect,Conductive Hearing Loss Disorder,MONDO_atrial_septal_defect,MONDO_conductive_hearing_loss_disorder,82,41,14,0.12844036697247707,0.01748029872827735,1.1056644880174291,0.8555612902811374
Atrial Septal Defect,Congenital Heart Disease,MONDO_atrial_septal_defect,MONDO_congenital_heart_disease,82,141,82,0.5815602836879432,0.6181193911577427,inf,2.8878420616949575e-28
Atrial Septal Defect,Eustachian Tube Disorder,MONDO_atrial_septal_defect,MONDO_eustachian_tube_disorder,82,27,13,0.13541666666666666,0.1170207655773267,2.1262939958592133,0.08069830805644389
Atrial Septal Defect,Folliculitis,MONDO_atrial_septal_defect,MONDO_folliculitis,82,38,15,0.14285714285714285,0.06450147512819705,1.4503569110966905,0.3477318340019738
Atrial Septal Defect,Hearing Loss Disorder,MONDO_atrial_septal_defect,MONDO_hearing_loss_disorder,82,59,22,0.18487394957983194,0.058877153092368344,1.337837837837838,0.34589572593201007
Atrial Septal Defect,Hidradenitis Suppurativa,MONDO_atrial_septal_defect,MONDO_hidradenitis_suppurativa,82,25,8,0.08080808080808081,-0.002003150639165187,0.985691573926868,1.0
Atrial Septal Defect,Hypothyroidism,MONDO_atrial_septal_defect,MONDO_hypothyroidism,82,135,51,0.3072289156626506,0.12516110360365756,1.7235023041474655,0.059488276650441076
Atrial Septal Defect,Obstructive Sleep Apnea Syndrome,MONDO_atrial_septal_defect,MONDO_obstructive_sleep_apnea_syndrome,82,86,38,0.2923076923076923,0.18213706410623368,2.231060606060606,0.004583245594081419
Atrial Septal Defect,"Otitis Media, Susceptibility To",MONDO_atrial_septal_defect,"MONDO_otitis_media,_susceptibility_to",82,44,17,0.1559633027522936,0.06219439011874887,1.4045584045584045,0.37563962345772983
Atrial Septal Defect,Patent Ductus Arteriosus,MONDO_atrial_septal_defect,MONDO_patent_ductus_arteriosus,82,45,24,0.23300970873786409,0.2089031907729581,2.9753694581280787,0.0014085405747696945
Atrial Septal Defect,Patent Foramen Ovale,MONDO_atrial_septal_defect,MONDO_patent_foramen_ovale,82,34,16,0.16,0.12423064092138843,2.074074074074074,0.07444508175476279
Atrial Septal Defect,Pneumonia,MONDO_atrial_septal_defect,MONDO_pneumonia,82,24,15,0.16483516483516483,0.2087607927358221,4.054726368159204,0.002072612935335614
Atrial Septal Defect,Psoriasis,MONDO_atrial_septal_defect,MONDO_psoriasis,82,16,6,0.06521739130434782,0.028927855633727014,1.2789473684210526,0.7829487532357088
Atrial Septal Defect,Pulmonary Hypertension,MONDO_atrial_septal_defect,MONDO_pulmonary_hypertension,82,20,12,0.13333333333333333,0.17330399677454142,3.5142857142857142,0.010713373904135716
Atrial Septal Defect,Reactive Airway Disease,MONDO_atrial_septal_defect,MONDO_reactive_airway_disease,82,21,13,0.14444444444444443,0.1901946644338853,3.86231884057971,0.0057464574241668665
Atrial Septal Defect,Scoliosis,MONDO_atrial_septal_defect,MONDO_scoliosis,82,14,4,0.043478260869565216,-0.019174901551923813,0.8307692307692308,1.0
Atrial Septal Defect,Seborrheic Dermatitis,MONDO_atrial_septal_defect,MONDO_seborrheic_dermatitis,82,14,5,0.054945054945054944,0.017722257494959887,1.176046176046176,0.7742055524915634
Atrial Septal Defect,Sleep Apnea Syndrome,MONDO_atrial_septal_defect,MONDO_sleep_apnea_syndrome,82,102,32,0.21052631578947367,-0.015959488695786443,0.9325714285714286,0.8912329321202199
Atrial Septal Defect,Strabismus,MONDO_atrial_septal_defect,MONDO_strabismus,82,27,9,0.09,0.007744021251440738,1.0547945205479452,1.0
Atrial Septal Defect,Ventricular Septal Defect,MONDO_atrial_septal_defect,MONDO_ventricular_septal_defect,82,67,45,0.4326923076923077,0.44654428756255565,8.292383292383292,5.4569970935987916e-12
Atrioventricular Septal Defect,Celiac Disease,MONDO_atrioventricular_septal_defect,MONDO_celiac_disease,32,24,3,0.05660377358490566,-0.0009581427883255249,0.9901477832512315,1.0
Atrioventricular Septal Defect,Conductive Hearing Loss Disorder,MONDO_atrioventricular_septal_defect,MONDO_conductive_hearing_loss_disorder,32,41,4,0.057971014492753624,-0.037580149597935326,0.7142857142857143,0.7969481539851824
Atrioventricular Septal Defect,Congenital Heart Disease,MONDO_atrioventricular_septal_defect,MONDO_congenital_heart_disease,32,141,32,0.22695035460992907,0.3398820017215433,inf,1.6115120143260804e-09
Atrioventricular Septal Defect,Eustachian Tube Disorder,MONDO_atrioventricular_septal_defect,MONDO_eustachian_tube_disorder,32,27,1,0.017241379310344827,-0.09244502579107781,0.24317617866004962,0.2184288741365395
Atrioventricular Septal Defect,Folliculitis,MONDO_atrioventricular_septal_defect,MONDO_folliculitis,32,38,4,0.06060606060606061,-0.026191468277941464,0.7899159663865546,0.7965804572822328
Atrioventricular Septal Defect,Hearing Loss Disorder,MONDO_atrioventricular_septal_defect,MONDO_hearing_loss_disorder,32,59,8,0.0963855421686747,0.01592823682285643,1.1176470588235294,0.8237590931941314
Atrioventricular Septal Defect,Hidradenitis Suppurativa,MONDO_atrioventricular_septal_defect,MONDO_hidradenitis_suppurativa,32,25,3,0.05555555555555555,-0.005958601954457282,0.9404388714733543,1.0
Atrioventricular Septal Defect,Hypothyroidism,MONDO_atrioventricular_septal_defect,MONDO_hypothyroidism,32,135,18,0.12080536912751678,0.023588954867329526,1.1538461538461537,0.8500372818899641
Atrioventricular Septal Defect,Obstructive Sleep Apnea Syndrome,MONDO_atrioventricular_septal_defect,MONDO_obstructive_sleep_apnea_syndrome,32,86,10,0.09259259259259259,-0.020925725212681958,0.8732057416267942,0.8428719075941443
Atrioventricular Septal Defect,"Otitis Media, Susceptibility To",MONDO_atrioventricular_septal_defect,"MONDO_otitis_media,_susceptibility_to",32,44,3,0.0410958904109589,-0.07973427616185397,0.456686291000841,0.3159170441946045
Atrioventricular Septal Defect,Patent Ductus Arteriosus,MONDO_atrioventricular_septal_defect,MONDO_patent_ductus_arteriosus,32,45,4,0.0547945205479452,-0.051872237338662,0.6306620209059234,0.6197476859728117
Atrioventricular Septal Defect,Patent Foramen Ovale,MONDO_atrioventricular_septal_defect,MONDO_patent_foramen_ovale,32,34,1,0.015384615384615385,-0.11440994460358,0.18475073313782991,0.0926380839284239
Atrioventricular Septal Defect,Pneumonia,MONDO_atrioventricular_septal_defect,MONDO_pneumonia,32,24,5,0.09803921568627451,0.08016461328990225,1.9785575048732944,0.20061523497593348
Atrioventricular Septal Defect,Psoriasis,MONDO_atrioventricular_septal_defect,MONDO_psoriasis,32,16,0,0.0,-0.09843963953377269,0.0,0.23434225887716537
Atrioventricular Septal Defect,Pulmonary Hypertension,MONDO_atrioventricular_septal_defect,MONDO_pulmonary_hypertension,32,20,2,0.04,-0.0228928323735132,0.7555555555555555,1.0
Atrioventricular Septal Defect,Reactive Airway Disease,MONDO_atrioventricular_septal_defect,MONDO_reactive_airway_disease,32,21,6,0.1276595744680851,0.14451086829392756,3.1846153846153844,0.03367270449122013
Atrioventricular Septal Defect,Scoliosis,MONDO_atrioventricular_septal_defect,MONDO_scoliosis,32,14,1,0.022222222222222223,-0.03970823787161997,0.5186104218362283,1.0
Atrioventricular Septal Defect,Seborrheic Dermatitis,MONDO_atrioventricular_septal_defect,MONDO_seborrheic_dermatitis,32,14,1,0.022222222222222223,-0.03970823787161997,0.5186104218362283,1.0
Atrioventricular Septal Defect,Sleep Apnea Syndrome,MONDO_atrioventricular_septal_defect,MONDO_sleep_apnea_syndrome,32,102,13,0.10743801652892562,0.003620847553763598,1.0224719101123596,1.0
Atrioventricular Septal Defect,Strabismus,MONDO_atrioventricular_septal_defect,MONDO_strabismus,32,27,3,0.05357142857142857,-0.015458020706049078,0.853448275862069,1.0
Atrioventricular Septal Defect,Ventricular Septal Defect,MONDO_atrioventricular_septal_defect,MONDO_ventricular_septal_defect,32,67,29,0.4142857142857143,0.5535121857874137,46.80701754385965,1.9372223751642518e-16
Celiac Disease,Conductive Hearing Loss Disorder,MONDO_celiac_disease,MONDO_conductive_hearing_loss_disorder,24,41,3,0.04838709677419355,-0.031974348597453024,0.7218045112781954,0.7755971259262178
Celiac Disease,Congenital Heart Disease,MONDO_celiac_disease,MONDO_congenital_heart_disease,24,141,12,0.0784313725490196,-0.03582786758538705,0.7829457364341085,0.6672654577969293
Celiac Disease,Eustachian Tube Disorder,MONDO_celiac_disease,MONDO_eustachian_tube_disorder,24,27,3,0.0625,0.019599297347925,1.2261904761904763,0.7281168437514025
Celiac Disease,Folliculitis,MONDO_celiac_disease,MONDO_folliculitis,24,38,6,0.10714285714285714,0.09092079184111859,2.0625,0.22284099183519746
Celiac Disease,Hearing Loss Disorder,MONDO_celiac_disease,MONDO_hearing_loss_disorder,24,59,8,0.10666666666666667,0.0772979296285443,1.7549019607843137,0.21373572287237164
Celiac Disease,Hidradenitis Suppurativa,MONDO_celiac_disease,MONDO_hidradenitis_suppurativa,24,25,2,0.0425531914893617,-0.016365547651307603,0.8181818181818182,1.0
Celiac Disease,Hypothyroidism,MONDO_celiac_disease,MONDO_hypothyroidism,24,135,13,0.08904109589041095,0.006583878165799995,1.0461997019374067,1.0
Celiac Disease,Obstructive Sleep Apnea Syndrome,MONDO_celiac_disease,MONDO_obstructive_sleep_apnea_syndrome,24,86,11,0.1111111111111111,0.08174278963145305,1.7487179487179487,0.2562222741106363
Celiac Disease,"Otitis Media, Susceptibility To",MONDO_celiac_disease,"MONDO_otitis_media,_susceptibility_to",24,44,3,0.046153846153846156,-0.041166297278484414,0.6585365853658537,0.7765478036880942
Celiac Disease,Patent Ductus Arteriosus,MONDO_celiac_disease,MONDO_patent_ductus_arteriosus,24,45,5,0.078125,0.026369668011022907,1.25,0.7781049618505465
Celiac Disease,Patent Foramen Ovale,MONDO_celiac_disease,MONDO_patent_foramen_ovale,24,34,2,0.03571428571428571,-0.04793253286375411,0.5625,0.7514967933931356
Celiac Disease,Pneumonia,MONDO_celiac_disease,MONDO_pneumonia,24,24,0,0.0,-0.10434782608695652,0.0,0.14217531486131607
Celiac Disease,Psoriasis,MONDO_celiac_disease,MONDO_psoriasis,24,16,3,0.08108108108108109,0.0824467975397009,2.3846153846153846,0.18254673129224505
Celiac Disease,Pulmonary Hypertension,MONDO_celiac_disease,MONDO_pulmonary_hypertension,24,20,2,0.047619047619047616,0.005508908587581999,1.0707070707070707,1.0
Celiac Disease,Reactive Airway Disease,MONDO_celiac_disease,MONDO_reactive_airway_disease,24,21,0,0.0,-0.09697803715399027,0.0,0.23543676560802995
Celiac Disease,Scoliosis,MONDO_celiac_disease,MONDO_scoliosis,24,14,1,0.02702702702702703,-0.019040338929657886,0.725752508361204,1.0
Celiac Disease,Seborrheic Dermatitis,MONDO_celiac_disease,MONDO_seborrheic_dermatitis,24,14,2,0.05555555555555555,0.03993827190123362,1.6515151515151516,0.6288670735585435
Celiac Disease,Sleep Apnea Syndrome,MONDO_celiac_disease,MONDO_sleep_apnea_syndrome,24,102,9,0.07692307692307693,-0.017511509973693194,0.8838709677419355,0.8303284508310906
Celiac Disease,Strabismus,MONDO_celiac_disease,MONDO_strabismus,24,27,1,0.02,-0.06773792241300396,0.3411371237458194,0.48614963349779666
Celiac Disease,Ventricular Septal Defect,MONDO_celiac_disease,MONDO_ventricular_septal_defect,24,67,6,0.07058823529411765,-0.01010070163319051,0.9234972677595629,1.0
Conductive Hearing Loss Disorder,Congenital Heart Disease,MONDO_conductive_hearing_loss_disorder,MONDO_congenital_heart_disease,41,141,23,0.14465408805031446,0.005171295163877123,1.0287193973634652,1.0
Conductive Hearing Loss Disorder,Eustachian Tube Disorder,MONDO_conductive_hearing_loss_disorder,MONDO_eustachian_tube_disorder,41,27,9,0.15254237288135594,0.16115258056529883,3.046875,0.02222172766775497
Conductive Hearing Loss Disorder,Folliculitis,MONDO_conductive_hearing_loss_disorder,MONDO_folliculitis,41,38,5,0.06756756756756757,-0.034016692472338794,0.7575757575757576,0.8110205149481233
Conductive Hearing Loss Disorder,Hearing Loss Disorder,MONDO_conductive_hearing_loss_disorder,MONDO_hearing_loss_disorder,41,59,3,0.030927835051546393,-0.1653093685008355,0.2213345864661654,0.007853914359173753
Conductive Hearing Loss Disorder,Hidradenitis Suppurativa,MONDO_conductive_hearing_loss_disorder,MONDO_hidradenitis_suppurativa,41,25,3,0.047619047619047616,-0.03719514644066736,0.6854066985645934,0.7758294270380954
Conductive Hearing Loss Disorder,Hypothyroidism,MONDO_conductive_hearing_loss_disorder,MONDO_hypothyroidism,41,135,24,0.15789473684210525,0.047363170476738915,1.2972972972972974,0.4970153108542363
Conductive Hearing Loss Disorder,Obstructive Sleep Apnea Syndrome,MONDO_conductive_hearing_loss_disorder,MONDO_obstructive_sleep_apnea_syndrome,41,86,17,0.15454545454545454,0.0705081930655242,1.4782608695652173,0.2822967330223129
Conductive Hearing Loss Disorder,"Otitis Media, Susceptibility To",MONDO_conductive_hearing_loss_disorder,"MONDO_otitis_media,_susceptibility_to",41,44,16,0.2318840579710145,0.2515884638754787,4.228571428571429,0.00022521837549160839
Conductive Hearing Loss Disorder,Patent Ductus Arteriosus,MONDO_conductive_hearing_loss_disorder,MONDO_patent_ductus_arteriosus,41,45,11,0.14666666666666667,0.10471408023220935,1.9303921568627451,0.11678206624282217
Conductive Hearing Loss Disorder,Patent Foramen Ovale,MONDO_conductive_hearing_loss_disorder,MONDO_patent_foramen_ovale,41,34,4,0.056338028169014086,-0.046769127802484704,0.6594594594594595,0.6181384645501269
Conductive Hearing Loss Disorder,Pneumonia,MONDO_conductive_hearing_loss_disorder,MONDO_pneumonia,41,24,6,0.1016949152542373,0.0777754425343452,1.8571428571428572,0.24157192876636632
Conductive Hearing Loss Disorder,Psoriasis,MONDO_conductive_hearing_loss_disorder,MONDO_psoriasis,41,16,3,0.05555555555555555,0.01838127638835359,1.214574898785425,0.7284238346554515
Conductive Hearing Loss Disorder,Pulmonary Hypertension,MONDO_conductive_hearing_loss_disorder,MONDO_pulmonary_hypertension,41,20,3,0.05172413793103448,-0.009072423961525602,0.9102167182662538,1.0
Conductive Hearing Loss Disorder,Reactive Airway Disease,MONDO_conductive_hearing_loss_disorder,MONDO_reactive_airway_disease,41,21,6,0.10714285714285714,0.10142480711255873,2.262857142857143,0.1212137859014992
