Gene,Num_Protected_Comorbidities,Protected_Comorbidities,Median_RR,Max_CI_Upper
ENSG00000163141.18,2,"Alopecia Areata, Psoriasis",0.3222291407222914,0.9394384805502158
ENSG00000272638.1,2,"Atrial Septal Defect, Ventricular Septal Defect",0.6393614507649594,0.9962971585317696
ENSG00000218682.1,2,"Folliculitis, Pneumonia",0.3834635416666667,0.7905205399853074
ENSG00000272498.1,2,"Celiac Disease, Scoliosis",0.38461538461538464,0.9935905482947655
ENSG00000084636.17,2,"Patent Ductus Arteriosus, Scoliosis",0.375,0.9641471374612415
ENSG00000085644.13,2,"Atrioventricular Septal Defect, Celiac Disease",0.48268602540834843,0.995407265382206
ENSG00000086065.13,2,"Hashimoto Thyroiditis, Conductive Hearing Loss Disorder",0.3953712333022678,0.9963350146556805
ENSG00000272323.1,2,"Atrioventricular Septal Defect, Psoriasis",0.36494399909034053,0.9805937237334847
ENSG00000272234.1,2,"Atrioventricular Septal Defect, Scoliosis",0.4096820809248555,0.9788051363214199
ENSG00000272153.1,2,"Hashimoto Thyroiditis, Celiac Disease",0.34824346405228757,0.9856733881456572
ENSG00000272129.1,2,"Otitis Media, Susceptibility To, Patent Foramen Ovale",0.5254721637700361,0.9594123206723295
ENSG00000236088.9,2,"Alopecia Areata, Celiac Disease",0.39142335766423353,0.9806100754446695
ENSG00000130529.15,2,"Astigmatism, Otitis Media, Susceptibility To",0.3922959572845156,0.9238904853902077
ENSG00000176728.7,2,"Hashimoto Thyroiditis, Patent Foramen Ovale",0.38198757763975155,0.9394173972384571
ENSG00000163600.12,2,"Atrioventricular Septal Defect, Celiac Disease",0.4725274725274725,0.9731396022693855
ENSG00000140090.17,2,"Celiac Disease, Folliculitis",0.39322636949516654,0.8922102603566863
ENSG00000164548.10,2,"Obstructive Sleep Apnea Syndrome, Otitis Media, Susceptibility To",0.589939024390244,0.9342983448289073
ENSG00000271725.1,2,"Sleep Apnea Syndrome, Ventricular Septal Defect",0.6209032258064516,0.9098054018550259
ENSG00000198816.6,2,"Obstructive Sleep Apnea Syndrome, Pulmonary Hypertension",0.4345783415550858,0.8621554186565333
ENSG00000141562.17,2,"Hidradenitis Suppurativa, Scoliosis",0.23195970695970694,0.9151534305420999
ENSG00000271699.5,2,"Celiac Disease, Folliculitis",0.37489481065918656,0.9989680469126953
ENSG00000200719.1,2,"Astigmatism, Obstructive Sleep Apnea Syndrome",0.5439273270283722,0.9582373414893348
ENSG00000089472.16,2,"Hashimoto Thyroiditis, Conductive Hearing Loss Disorder",0.34140804597701147,0.9410601260403425
ENSG00000089009.15,2,"Hashimoto Thyroiditis, Hypothyroidism",0.4801259346713892,0.8811855120270793
ENSG00000221887.5,2,"Scoliosis, Strabismus",0.28223767383059417,0.9102740488319246
ENSG00000196843.15,1,Alopecia Areata,0.3225806451612903,0.9626460692541702
ENSG00000198865.9,1,Hypothyroidism,0.6949806949806949,0.9402843895814996
ENSG00000196683.10,1,Hashimoto Thyroiditis,0.2995391705069124,0.8852604858120813
ENSG00000205930.8,1,Atrioventricular Septal Defect,0.266634288489558,0.8477243659483361
ENSG00000198429.9,1,Psoriasis,0.34,0.9182575039928107
ENSG00000198825.12,1,Folliculitis,0.28329297820823246,0.8880766670870965
ENSG00000198198.15,1,Sleep Apnea Syndrome,0.618006993006993,0.9932772571299917
ENSG00000205581.10,1,Celiac Disease,0.4510344827586207,0.9919916007667154
ENSG00000196872.11,1,Ventricular Septal Defect,0.6003898635477583,0.9377692365183267
ENSG00000196781.14,1,Hidradenitis Suppurativa,0.13183060109289618,0.9544257889428804
ENSG00000198106.8,1,Hidradenitis Suppurativa,0.23314429741650913,0.9628433523285183
ENSG00000196757.7,1,Conductive Hearing Loss Disorder,0.4945868945868946,0.8983016783593372
ENSG00000198408.13,1,Hashimoto Thyroiditis,0.29320388349514565,0.9872386575291378
ENSG00000198792.12,1,Alopecia Areata,0.3277048155096936,0.9779258721875014
ENSG00000198598.6,1,Psoriasis,0.23268398268398266,0.6483210600115237
ENSG00000198205.6,1,Celiac Disease,0.20512820512820512,0.851013567352682
ENSG00000198742.9,1,Hidradenitis Suppurativa,0.40037593984962405,0.9689413238393331
ENSG00000198298.12,1,Hearing Loss Disorder,0.49843750000000003,0.907585177406839
ENSG00000206418.3,1,Scoliosis,0.32091097308488614,0.92906291943709
ENSG00000196743.8,1,"Otitis Media, Susceptibility To",0.5023255813953489,0.996385147780905
ENSG00000198130.15,1,Celiac Disease,0.45977011494252873,0.9783051594856461
ENSG00000196814.14,1,Pulmonary Hypertension,0.1923536439665472,0.8105849719556792
ENSG00000206190.11,1,Celiac Disease,0.2980392156862745,0.846438132037606
ENSG00000205794.4,1,Hearing Loss Disorder,0.5583673469387755,0.8816907330493675
ENSG00000205937.11,1,Ventricular Septal Defect,0.5128579777907657,0.9716118110636088
ENSG00000198830.10,1,Ventricular Septal Defect,0.6313896251419917,0.9564989661761071
ENSG00000197837.3,1,Ventricular Septal Defect,0.6331835059605238,0.9776180598420845
ENSG00000205488.8,1,Atrioventricular Septal Defect,0.4918032786885246,0.9961542992872451
ENSG00000205413.7,1,Conductive Hearing Loss Disorder,0.4038461538461539,0.9853532114226082
ENSG00000197372.9,1,Hashimoto Thyroiditis,0.2239010989010989,0.9520867588198577
ENSG00000197385.5,1,Psoriasis,0.29122807017543856,0.774094498296421
ENSG00000201544.1,1,Pulmonary Hypertension,0.24244090159428255,0.8064327896506321
ENSG00000197930.12,1,Atrioventricular Septal Defect,0.3735130848532911,0.8746327989470457
ENSG00000203644.3,1,Ventricular Septal Defect,0.5635062611806798,0.9405590283793093
ENSG00000204599.14,1,Atrioventricular Septal Defect,0.4853801169590643,0.9218441214030598
ENSG00000197457.9,1,Hidradenitis Suppurativa,0.3768303186907838,0.8708555109582529
ENSG00000204574.12,1,Hearing Loss Disorder,0.4870748299319728,0.9094311106740298
ENSG00000203666.12,1,Hashimoto Thyroiditis,0.12338593974175037,0.9113393454971849
ENSG00000197863.8,1,Atrioventricular Septal Defect,0.3616600790513834,0.7506686099666415
ENSG00000204531.17,1,Atrioventricular Septal Defect,0.4918032786885246,0.9961542992872451
ENSG00000197497.10,1,Patent Foramen Ovale,0.4282758620689655,0.8805688659985645
ENSG00000197530.12,1,Scoliosis,0.12244897959183673,0.9214346084991514
ENSG00000204482.10,1,Scoliosis,0.11277072442120985,0.8488339052160438
ENSG00000197557.6,1,Pulmonary Hypertension,0.3545734840698869,0.8932204190836567
ENSG00000197859.9,1,Patent Foramen Ovale,0.4788990825688073,0.9841193860097899
ENSG00000203684.5,1,Pulmonary Hypertension,0.35593220338983056,0.8239228380517898
ENSG00000203797.9,1,Celiac Disease,0.35234899328859054,0.7929431016677324
ENSG00000204472.12,1,Atrioventricular Septal Defect,0.1140552995391705,0.8171523087264712
ENSG00000204086.4,1,Conductive Hearing Loss Disorder,0.4397240377632534,0.9492418527757883
ENSG00000197647.11,1,Pulmonary Hypertension,0.24639289678135404,0.8195230581122294
ENSG00000197362.14,1,Folliculitis,0.4722550177095632,0.854291648714903
ENSG00000204604.9,1,Psoriasis,0.33496932515337424,0.8917111131077504
ENSG00000204650.14,1,Atrioventricular Septal Defect,0.2887287699433865,0.91686696599043
ENSG00000197006.13,1,Ventricular Septal Defect,0.6298298298298298,0.9833827990276468
ENSG00000198898.13,1,Hashimoto Thyroiditis,0.3444316877152698,0.9377349998373654
ENSG00000196873.15,1,Conductive Hearing Loss Disorder,0.5436081242532855,0.9873373025671696
ENSG00000205323.8,1,Hashimoto Thyroiditis,0.34105960264900664,0.8796353396394215
ENSG00000205268.10,1,Ventricular Septal Defect,0.580299352750809,0.9270764156747099
ENSG00000196954.13,1,Hidradenitis Suppurativa,0.24425574425574426,0.7938784599311737
ENSG00000196967.10,1,Hashimoto Thyroiditis,0.3879781420765027,0.9376025967142833
ENSG00000198932.12,1,Hearing Loss Disorder,0.5225044563279858,0.8097697747788415
ENSG00000196981.3,1,Conductive Hearing Loss Disorder,0.5316973415132924,0.9271902830661604
ENSG00000197747.8,1,Folliculitis,0.49600000000000005,0.9251779774765521
ENSG00000197081.12,1,Sleep Apnea Syndrome,0.6790909090909091,0.9694345946460557
ENSG00000197128.11,1,Psoriasis,0.2496847414880202,0.8551141955123845
ENSG00000198087.7,1,Celiac Disease,0.34400000000000003,0.8381910715917102
ENSG00000205056.8,1,Psoriasis,0.10612244897959182,0.790800720280405
ENSG00000204954.9,1,Conductive Hearing Loss Disorder,0.4397240377632534,0.9492418527757883
ENSG00000204946.9,1,Hashimoto Thyroiditis,0.28380952380952384,0.9557523692166743
ENSG00000198046.11,1,Celiac Disease,0.30800000000000005,0.8745488980389805
ENSG00000204934.10,1,Hidradenitis Suppurativa,0.4386503067484662,0.9257442634747767
ENSG00000204899.5,1,Celiac Disease,0.4249411764705882,0.9893934278048665
ENSG00000199733.1,1,Reactive Airway Disease,0.3328252032520325,0.8811251155125663
ENSG00000200269.1,1,Atrioventricular Septal Defect,0.4383838383838384,0.9749553870725092
ENSG00000205189.11,1,Celiac Disease,0.243161094224924,0.7934127166221668
ENSG00000184402.14,1,Celiac Disease,0.28403361344537814,0.9255816516454597
ENSG00000196670.13,1,Alopecia Areata,0.39079754601226996,0.9916921935939393
ENSG00000177398.18,1,Folliculitis,0.46567164179104475,0.8685022491289008
ENSG00000177302.14,1,Hypothyroidism,0.6294985250737463,0.8962093249143233
ENSG00000177189.12,1,Conductive Hearing Loss Disorder,0.5166475315729047,0.9281332350467721
ENSG00000177150.12,1,Hidradenitis Suppurativa,0.34118262689691264,0.963400182048978
ENSG00000176946.11,1,Conductive Hearing Loss Disorder,0.4867511520737327,0.8958881125549332
ENSG00000176928.5,1,Ventricular Septal Defect,0.5442145942259604,0.9221675956238019
ENSG00000176920.11,1,Psoriasis,0.17825537294563842,0.7681803711902448
ENSG00000176845.12,1,Atrioventricular Septal Defect,0.4457142857142857,0.9911111158033156
ENSG00000176658.16,1,Hidradenitis Suppurativa,0.33540372670807456,0.9472252135439224
ENSG00000176595.3,1,Reactive Airway Disease,0.3449457452884066,0.995659390462858
ENSG00000176222.8,1,Celiac Disease,0.37955465587044535,0.9842383953917481
ENSG00000176108.9,1,Psoriasis,0.33623910336239105,0.9394384805502158
ENSG00000176102.11,1,Scoliosis,0.25548387096774194,0.7923152616185952
ENSG00000176055.9,1,Psoriasis,0.32555282555282555,0.9094417707043354
ENSG00000176046.8,1,Atrioventricular Septal Defect,0.443916697113628,0.9213092275357914
ENSG00000175895.3,1,Psoriasis,0.2892156862745098,0.8726955505895018
ENSG00000175820.3,1,Sleep Apnea Syndrome,0.6804407713498623,0.9318210584459925
ENSG00000175711.8,1,Scoliosis,0.2601398601398601,0.9104252730769692
ENSG00000175548.8,1,Conductive Hearing Loss Disorder,0.5501330967169477,0.9598695703953003
ENSG00000175467.14,1,Psoriasis,0.33496932515337424,0.8917111131077504
ENSG00000175414.6,1,Atrioventricular Septal Defect,0.2887287699433865,0.91686696599043
ENSG00000175213.2,1,Conductive Hearing Loss Disorder,0.4091428571428572,0.9317582751052808
ENSG00000175203.15,1,Atrioventricular Septal Defect,0.40635451505016723,0.9507542541199444
ENSG00000175003.12,1,Hidradenitis Suppurativa,0.3020713463751438,0.9797931422404433
ENSG00000174885.12,1,Hidradenitis Suppurativa,0.3082965144820815,0.8712566738598205
ENSG00000174837.14,1,Celiac Disease,0.3404255319148936,0.9659170331822817
ENSG00000177340.5,1,Conductive Hearing Loss Disorder,0.40564903846153844,0.8135745536935118
ENSG00000177464.4,1,Celiac Disease,0.2747663551401869,0.7806792077247227
ENSG00000174579.3,1,Celiac Disease,0.34400000000000003,0.8381910715917102
ENSG00000177576.11,1,Hashimoto Thyroiditis,0.3819444444444444,0.9856733881456572
ENSG00000179909.15,1,Hypothyroidism,0.6852568613652358,0.9937664704405891
ENSG00000179862.6,1,Scoliosis,0.2512820512820513,0.7792028156014114
ENSG00000179840.5,1,Atrioventricular Septal Defect,0.4201101928374656,0.8509389686978509
ENSG00000179832.17,1,Hearing Loss Disorder,0.5636656688924706,0.9443524568010475
ENSG00000179583.18,1,Hidradenitis Suppurativa,0.40682788051209107,0.9844887864887224
ENSG00000179532.12,1,Eustachian Tube Disorder,0.37405303030303033,0.9550257288643342
ENSG00000179476.7,1,Celiac Disease,0.38661876964526265,0.9001431074142996
ENSG00000179456.10,1,Celiac Disease,0.1573802541544477,0.6542785758215612
ENSG00000179387.9,1,Conductive Hearing Loss Disorder,0.5608028335301063,0.9816472725924547
ENSG00000178951.8,1,Hashimoto Thyroiditis,0.2618181818181818,0.8819734609457568
ENSG00000178950.16,1,Hashimoto Thyroiditis,0.28846153846153844,0.9713464500307424
ENSG00000178927.17,1,Hidradenitis Suppurativa,0.3639607493309545,0.8810880225911979
ENSG00000178913.7,1,Hashimoto Thyroiditis,0.2239010989010989,0.9520867588198577
ENSG00000178719.16,1,Hypothyroidism,0.6597615790502247,0.9901720849901438
ENSG00000178623.11,1,Hidradenitis Suppurativa,0.3768303186907838,0.8708555109582529
ENSG00000178343.4,1,Hidradenitis Suppurativa,0.3888888888888889,0.8987309376709718
ENSG00000178297.12,1,Psoriasis,0.20943134535367544,0.9020690812007713
ENSG00000178233.17,1,Atrioventricular Septal Defect,0.4506172839506173,0.9640411477784734
ENSG00000178229.7,1,Hearing Loss Disorder,0.6083368599238256,0.9573516084022463
ENSG00000178177.15,1,Psoriasis,0.21645021645021648,0.6523724900099466
ENSG00000178163.7,1,Folliculitis,0.3909122441900798,0.852301823638937
ENSG00000178028.13,1,Hashimoto Thyroiditis,0.20572916666666666,0.875253976782341
ENSG00000177990.11,1,Conductive Hearing Loss Disorder,0.4191176470588236,0.8403534449724583
ENSG00000177963.14,1,Alopecia Areata,0.2712250712250712,0.8093139136312616
ENSG00000177888.7,1,Conductive Hearing Loss Disorder,0.5520195838433293,0.9612380959942112
ENSG00000174807.3,1,Seborrheic Dermatitis,0.36000000000000004,0.99331842688813
ENSG00000174485.15,1,Atrioventricular Septal Defect,0.4690831556503199,0.9320902842033114
ENSG00000180008.8,1,Folliculitis,0.5468354430379746,0.9806806907496816
ENSG00000172613.7,1,Scoliosis,0.22171253822629972,0.9702866215159676
ENSG00000172548.14,1,Psoriasis,0.12359550561797752,0.9204052130510922
ENSG00000172534.13,1,Hashimoto Thyroiditis,0.2792452830188679,0.9404481058674256
ENSG00000172531.14,1,Hashimoto Thyroiditis,0.13273001508295626,0.9798910485239776
ENSG00000172466.15,1,Celiac Disease,0.40935672514619886,0.9970890649389422
ENSG00000172331.11,1,Psoriasis,0.28795098706603134,0.9859070321135558
ENSG00000172324.5,1,Hidradenitis Suppurativa,0.44366197183098594,0.9660930689718507
ENSG00000172216.5,1,Hypothyroidism,0.6123680241327301,0.904347708730095
ENSG00000172201.11,1,Hidradenitis Suppurativa,0.42142230026338895,0.9411119773989388
ENSG00000172164.13,1,Hidradenitis Suppurativa,0.34118262689691264,0.963400182048978
ENSG00000172086.7,1,Hashimoto Thyroiditis,0.2618181818181818,0.8819734609457568
ENSG00000171863.12,1,Hashimoto Thyroiditis,0.3140495867768595,0.9281011954122909
ENSG00000171860.4,1,Ventricular Septal Defect,0.6052875695732839,0.9187550983401025
ENSG00000171840.11,1,Ventricular Septal Defect,0.5546218487394958,0.8666706592326632
ENSG00000171824.13,1,Hashimoto Thyroiditis,0.2417391304347826,0.8145215298882402
ENSG00000171793.13,1,Hearing Loss Disorder,0.5120173364854217,0.8118622327193721
ENSG00000171659.13,1,Psoriasis,0.16464891041162227,0.709650756642979
ENSG00000171643.13,1,Celiac Disease,0.2089728453364817,0.8668064926177621
ENSG00000171608.15,1,Alopecia Areata,0.3841463414634147,0.9746437310746195
ENSG00000171492.14,1,Hidradenitis Suppurativa,0.2244318181818182,0.7298964437670632
ENSG00000171488.14,1,Atrioventricular Septal Defect,0.20935960591133004,0.6675758474863295
ENSG00000171469.10,1,Hashimoto Thyroiditis,0.2239010989010989,0.9520867588198577
ENSG00000171130.17,1,Patent Foramen Ovale,0.37732919254658387,0.8773595495030644
ENSG00000171084.15,1,Psoriasis,0.341692789968652,0.9547431643101224
ENSG00000171067.10,1,Folliculitis,0.4701263229771253,0.9508860826722765
ENSG00000171051.8,1,Alopecia Areata,0.2896825396825397,0.9830796493775196
ENSG00000172602.9,1,Obstructive Sleep Apnea Syndrome,0.6933333333333334,0.9748555622440251
ENSG00000172748.13,1,Hypothyroidism,0.6914893617021277,0.9070674267863474
ENSG00000174370.9,1,Folliculitis,0.4114695340501792,0.8965814163592718
ENSG00000172757.12,1,Conductive Hearing Loss Disorder,0.5470059880239521,0.9527048505685596
ENSG00000174326.11,1,Atrial Septal Defect,0.6918238993710691,0.9835718448388575
ENSG00000174282.11,1,Conductive Hearing Loss Disorder,0.4967741935483871,0.9677847816386944
ENSG00000174238.14,1,Atrioventricular Septal Defect,0.5043478260869565,0.9873492862521491
ENSG00000174177.12,1,Conductive Hearing Loss Disorder,0.4358561460010736,0.791350053990249
ENSG00000174123.10,1,Hidradenitis Suppurativa,0.3142857142857143,0.6529560857609693
ENSG00000173867.9,1,Conductive Hearing Loss Disorder,0.4988706945228684,0.8718291940771993
ENSG00000173762.7,1,Ventricular Septal Defect,0.5846092662557167,0.9262455291163323
ENSG00000173757.9,1,Hidradenitis Suppurativa,0.19988706945228688,0.8269077363989022
ENSG00000173581.7,1,Celiac Disease,0.39276018099547516,0.9144560429032391
ENSG00000173575.20,1,Psoriasis,0.32555282555282555,0.9094417707043354
ENSG00000173546.7,1,Hidradenitis Suppurativa,0.3297491039426524,0.9313911123374361
ENSG00000173545.4,1,Psoriasis,0.32299741602067183,0.974758541047413
ENSG00000173442.12,1,Scoliosis,0.14925373134328357,0.653416774668825
ENSG00000173404.4,1,Eustachian Tube Disorder,0.38471074380165293,0.8776629464404611
ENSG00000173391.8,1,Reactive Airway Disease,0.3338935574229692,0.9639258139617982
ENSG00000173338.12,1,Atrioventricular Septal Defect,0.45454545454545453,0.9207493171774666
ENSG00000173209.22,1,Conductive Hearing Loss Disorder,0.4729094895082994,0.92172354263205
ENSG00000173171.14,1,Scoliosis,0.1074020319303338,0.8085314607392567
ENSG00000173114.12,1,Hashimoto Thyroiditis,0.2792452830188679,0.9404481058674256
ENSG00000172995.16,1,Hidradenitis Suppurativa,0.3076923076923077,0.9978136993710842
ENSG00000172888.11,1,Scoliosis,0.10915750915750917,0.8217120449271744
ENSG00000172831.11,1,Celiac Disease,0.30297029702970296,0.8603569041732353
ENSG00000172824.14,1,Reactive Airway Disease,0.41976566479877736,0.9765948266051803
ENSG00000172819.16,1,Hearing Loss Disorder,0.3620218579234973,0.6333546007096671
ENSG00000172818.9,1,Reactive Airway Disease,0.13405797101449274,0.9800008217548261
ENSG00000179943.7,1,Hashimoto Thyroiditis,0.23418803418803416,0.7891331117814664
ENSG00000180061.9,1,Hearing Loss Disorder,0.5267857142857143,0.9580050732650937
ENSG00000196663.15,1,Hidradenitis Suppurativa,0.10135135135135136,0.735547512084561
ENSG00000187621.14,1,Hidradenitis Suppurativa,0.21980676328502416,0.9083947091169996
ENSG00000186814.13,1,Atrioventricular Septal Defect,0.4765395894428152,0.9652786086946091
ENSG00000186603.5,1,Alopecia Areata,0.3483870967741936,0.9119258724324547
ENSG00000186522.14,1,Patent Foramen Ovale,0.46535303776683085,0.8874230893018782
ENSG00000186510.11,1,Atrioventricular Septal Defect,0.3020979020979021,0.7084315049588068
ENSG00000186431.18,1,Hidradenitis Suppurativa,0.4418500224517288,0.986807080097834
ENSG00000186298.11,1,Psoriasis,0.2715837621497999,0.7577911074668797
ENSG00000186265.9,1,Psoriasis,0.328125,0.9902378784620435
ENSG00000186222.4,1,Hashimoto Thyroiditis,0.22010869565217392,0.9360617778590622
ENSG00000186073.11,1,Psoriasis,0.32555282555282555,0.9094417707043354
ENSG00000186056.9,1,Astigmatism,0.29333333333333333,0.8292540596909996
ENSG00000185989.10,1,Hashimoto Thyroiditis,0.23793103448275862,0.8017193828428696
ENSG00000185986.11,1,Atrioventricular Septal Defect,0.44378698224852065,0.8446265560116062
ENSG00000185973.10,1,Sleep Apnea Syndrome,0.6506489919911626,0.9134459369719117
ENSG00000185917.13,1,Atrioventricular Septal Defect,0.4841093865484109,0.9805937237334847
ENSG00000185842.15,1,Hidradenitis Suppurativa,0.40770609318996415,0.9421989228499433
ENSG00000185730.7,1,Scoliosis,0.24812030075187969,0.8683245841992245
ENSG00000185697.16,1,Conductive Hearing Loss Disorder,0.5001499250374812,0.9351016069382507
ENSG00000185624.14,1,Celiac Disease,0.23431498079385404,0.9707271868436156
ENSG00000185442.12,1,Folliculitis,0.4489563567362429,0.9771224200809171
ENSG00000185414.19,1,Hearing Loss Disorder,0.6365014072310023,0.9940666570812317
ENSG00000185404.16,1,Psoriasis,0.2002262443438914,0.6856710560423569
ENSG00000185304.14,1,Reactive Airway Disease,0.41295546558704455,0.9606379293257773
ENSG00000185201.16,1,Hearing Loss Disorder,0.5730232558139535,0.9598277779219693
ENSG00000185065.6,1,Strabismus,0.42700729927007297,0.9141355647882801
ENSG00000185024.16,1,Hashimoto Thyroiditis,0.2576576576576577,0.8680038799327731
ENSG00000187109.13,1,Hypothyroidism,0.6993202718912435,0.8911142901529034
ENSG00000187735.13,1,Scoliosis,0.2147147147147147,0.9397460343006574
ENSG00000185010.13,1,Folliculitis,0.39826839826839827,0.9790237358762583
ENSG00000187736.12,1,Hashimoto Thyroiditis,0.29320388349514565,0.9872386575291378
ENSG00000196642.18,1,Celiac Disease,0.3521739130434783,0.9989680469126953
ENSG00000196600.12,1,Hashimoto Thyroiditis,0.30335861321776814,0.8256343244278973
ENSG00000196562.14,1,Atrioventricular Septal Defect,0.3884372177055104,0.9720622548182503
ENSG00000196550.10,1,Conductive Hearing Loss Disorder,0.42687747035573126,0.8847383276097954
ENSG00000196466.10,1,Scoliosis,0.28145454545454546,0.9850287877821733
ENSG00000196405.12,1,Atrioventricular Septal Defect,0.3164556962025316,0.8718376965411084
ENSG00000196372.12,1,Pneumonia,0.33902323376007587,0.8796310015322153
ENSG00000196371.3,1,Patent Foramen Ovale,0.4492035398230088,0.9234139834059519
ENSG00000196368.4,1,Pneumonia,0.4270072992700729,0.9618427188053772
ENSG00000196227.10,1,Conductive Hearing Loss Disorder,0.47342465753424656,0.8422561477988884
ENSG00000196177.12,1,Atrioventricular Septal Defect,0.47438596491228074,0.9175240369039152
ENSG00000196154.11,1,Celiac Disease,0.18729463307776562,0.7776635524636842
ENSG00000196092.12,1,Celiac Disease,0.1318150448585231,0.9564234639408096
ENSG00000196083.9,1,Sleep Apnea Syndrome,0.6701803051317614,0.9368257616743074
ENSG00000196074.12,1,Hearing Loss Disorder,0.5076476793248944,0.9239841100379788
ENSG00000189403.14,1,Hashimoto Thyroiditis,0.2948571428571429,0.8714307303152683
ENSG00000189319.13,1,Hashimoto Thyroiditis,0.22777777777777777,0.968462570153005
ENSG00000189283.9,1,"Otitis Media, Susceptibility To",0.4746227709190672,0.9743210326848988
ENSG00000189091.12,1,Celiac Disease,0.384180790960452,0.9359430754271664
ENSG00000189068.9,1,Hidradenitis Suppurativa,0.3950617283950617,0.9129944639554373
ENSG00000188626.6,1,Psoriasis,0.22361359570661896,0.7658509180979896
ENSG00000188611.14,1,Hashimoto Thyroiditis,0.10718954248366014,0.7923201720359285
ENSG00000188315.7,1,Atrioventricular Septal Defect,0.48054919908466814,0.9970637730048617
ENSG00000187893.10,1,Atrioventricular Septal Defect,0.343859649122807,0.7659077603648364
ENSG00000187857.4,1,Ventricular Septal Defect,0.6442953020134229,0.9700546902608839
ENSG00000185022.11,1,Ventricular Septal Defect,0.6293706293706294,0.9510096080103878
ENSG00000184924.5,1,Hearing Loss Disorder,0.605098389982111,0.9410149981780728
ENSG00000180228.12,1,Atrioventricular Septal Defect,0.4509948415622697,0.9359580399152938
ENSG00000182827.8,1,Hidradenitis Suppurativa,0.21980676328502416,0.9083947091169996
ENSG00000182749.5,1,Celiac Disease,0.4249411764705882,0.9893934278048665
ENSG00000182568.16,1,Scoliosis,0.11846153846153847,0.8915314329095009
ENSG00000182541.17,1,Hidradenitis Suppurativa,0.1891304347826087,0.782821273086376
ENSG00000182489.8,1,Psoriasis,0.3383553044569994,0.8756020955441377
ENSG00000182473.21,1,Hashimoto Thyroiditis,0.26605504587155965,0.8961956337037327
ENSG00000182247.9,1,Hearing Loss Disorder,0.44630136986301366,0.8597199812943147
ENSG00000182230.11,1,"Otitis Media, Susceptibility To",0.48958333333333337,0.8367531559089306
ENSG00000182162.10_PAR_Y,1,Hashimoto Thyroiditis,0.10905485789821547,0.8060401212520351
ENSG00000182162.10,1,Hashimoto Thyroiditis,0.10905485789821547,0.8060401212520351
ENSG00000182054.9,1,Celiac Disease,0.14471243042671614,0.6018979919305376
ENSG00000182022.17,1,Hypothyroidism,0.698609731876862,0.9949542282316641
ENSG00000182010.10,1,Celiac Disease,0.3095334685598377,0.7201664584517523
ENSG00000181751.9,1,Seborrheic Dermatitis,0.2818791946308725,0.8746442442995246
ENSG00000181744.8,1,Hidradenitis Suppurativa,0.4274563820018366,0.9877814809790764
ENSG00000181061.13,1,Hashimoto Thyroiditis,0.23050847457627122,0.7767573030094304
ENSG00000180891.12,1,Folliculitis,0.36432637571157495,0.9860924999609991
ENSG00000180855.15,1,Celiac Disease,0.3758620689655172,0.8461872519704277
ENSG00000180667.10,1,Hashimoto Thyroiditis,0.2768549280177187,0.8182263782931354
ENSG00000180626.9,1,Alopecia Areata,0.30328798185941047,0.8353119830504266
ENSG00000180611.6,1,Hidradenitis Suppurativa,0.40287162162162166,0.8767941409113085
ENSG00000180543.4,1,Psoriasis,0.26179702650290887,0.8965424869205281
ENSG00000180488.14,1,Psoriasis,0.30005941770647654,0.8378392683528192
ENSG00000180458.2,1,Scoliosis,0.24713375796178347,0.7662556137838485
ENSG00000180385.8,1,Celiac Disease,0.22113022113022116,0.916699158144605
ENSG00000180376.16,1,Hypothyroidism,0.6775777414075287,0.9928441950560722
ENSG00000182771.18,1,Reactive Airway Disease,0.25044326241134757,0.662793299951369
ENSG00000182841.12,1,Astigmatism,0.4258064516129032,0.9099395378662151
ENSG00000184905.8,1,Celiac Disease,0.22633744855967078,0.5497161912821733
ENSG00000182919.14,1,Folliculitis,0.3905249679897567,0.9603404368335209
ENSG00000184857.7,1,Conductive Hearing Loss Disorder,0.45706447187928667,0.8300068089086912
ENSG00000184677.16,1,Hypothyroidism,0.689075630252101,0.9380224851311831
ENSG00000184613.10,1,Patent Foramen Ovale,0.4878917378917379,0.9778227916048146
ENSG00000184584.12,1,Celiac Disease,0.17450365726227793,0.7249589447061452
ENSG00000184574.9,1,Folliculitis,0.4701263229771253,0.9508860826722765
ENSG00000184557.4,1,Ventricular Septal Defect,0.5788182831661093,0.8736851312112225
ENSG00000184441.4,1,Patent Foramen Ovale,0.4661081492764661,0.9882699742095306
ENSG00000184307.14,1,Alopecia Areata,0.3076923076923077,0.9182304340238023
ENSG00000184226.14,1,Hidradenitis Suppurativa,0.29659090909090907,0.9622138047669802
ENSG00000184209.14,1,Alopecia Areata,0.36602870813397126,0.9584285953470256
ENSG00000184178.15,1,Celiac Disease,0.28380952380952384,0.8062444846259915
ENSG00000184166.2,1,Pulmonary Hypertension,0.11447368421052631,0.8402982951202712
ENSG00000184110.14,1,Pulmonary Hypertension,0.23101604278074866,0.7685691811659637
ENSG00000184083.11,1,Celiac Disease,0.33902323376007587,0.8796310015322153
ENSG00000184068.2,1,Folliculitis,0.45390070921985815,0.9486295677633009
ENSG00000183718.5,1,Alopecia Areata,0.39079754601226996,0.9916921935939393
ENSG00000183624.13,1,Conductive Hearing Loss Disorder,0.5085470085470085,0.9135368416721835
